,book_id,rating_count,rating_mean,ISBN,book_title,book_author,year_of_publication,publisher,image
196928,197062,1,10.0,0393731200,"6,000 Years of Housing, Revised and Expanded Edition",Norbert Schoenauer,2003,W.W. Norton &amp; Company,http://images.amazon.com/images/P/0393731200.01.THUMBZZZ.jpg
196933,197067,1,10.0,0393900061,All for Love (New Mermaid Series),John Dryden,1976,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393900061.01.THUMBZZZ.jpg
196934,197068,1,10.0,0226162346,Black Metropolis: A Study of Negro Life in a Northern City,St. Clair Drake,1993,University of Chicago Press,http://images.amazon.com/images/P/0226162346.01.THUMBZZZ.jpg
196936,197070,1,10.0,0826310435,Dine Bahane: The Navajo Creation Story,Paul Zolbrod,1988,University of New Mexico Press,http://images.amazon.com/images/P/0826310435.01.THUMBZZZ.jpg
196942,197076,1,10.0,0802807348,The Politics of Jesus,John Howard Yoder,1994,Wm. B. Eerdmans Publishing Company,http://images.amazon.com/images/P/0802807348.01.THUMBZZZ.jpg
196944,197078,1,10.0,1566890640,Tropic of Orange: A Novel,Karen Tei Yamashita,1997,Coffee House Press,http://images.amazon.com/images/P/1566890640.01.THUMBZZZ.jpg
196947,197081,1,10.0,0300070136,Three Thousand Years of Chinese Painting (The Culture &amp; Civilization of China),Richard M. Barnhart,1997,Yale University Press,http://images.amazon.com/images/P/0300070136.01.THUMBZZZ.jpg
196950,197084,1,10.0,1555876269,"NGOs, the UN, and Global Governance (Emerging Global Issues)",Thomas G. Weiss,1996,Lynne Rienner Publishers,http://images.amazon.com/images/P/1555876269.01.THUMBZZZ.jpg
196951,197085,1,10.0,1564588548,Classic Party Fare Cookbook,Martha Rose Shulman,1995,Dk Pub,http://images.amazon.com/images/P/1564588548.01.THUMBZZZ.jpg
196963,197097,1,10.0,0787290939,Texas Public School Organization and Administration: 2002,James Vornberg,2002,Kendall Hunt Pub Co,http://images.amazon.com/images/P/0787290939.01.THUMBZZZ.jpg
196966,197100,1,10.0,0198146531,P. Vergili Maronis Opera (Scriptorum Classicorum Bibliotheca Oxoniensis),Publius Vergilius Maro,1969,Oxford University Press,http://images.amazon.com/images/P/0198146531.01.THUMBZZZ.jpg
196967,197101,1,10.0,1558850031,"Luis Valdez Early Works: Actos, Bernabe and Pensamiento Serpentino",Luis Valdez,1990,Arte Publico Press,http://images.amazon.com/images/P/1558850031.01.THUMBZZZ.jpg
196969,197103,1,10.0,0395955815,Cajas De Carton,Francisco Jimenez,2000,Houghton Mifflin Company,http://images.amazon.com/images/P/0395955815.01.THUMBZZZ.jpg
196974,197108,1,10.0,0140144196,A Treasury of Yiddish Stories,Irving Howe,1990,Penguin Books,http://images.amazon.com/images/P/0140144196.01.THUMBZZZ.jpg
196975,197109,1,10.0,0521274230,Arabic Thought in the Liberal Age 1798-1939,Albert Hourani,1983,Cambridge University Press,http://images.amazon.com/images/P/0521274230.01.THUMBZZZ.jpg
196976,197110,1,10.0,0674010175,A History of the Arab Peoples: Second Edition,Albert Hourani,2003,Harvard University Press,http://images.amazon.com/images/P/0674010175.01.THUMBZZZ.jpg
196979,197113,1,10.0,0521566827,Hiroshima in History and Memory,Michael J. Hogan,1996,Cambridge University Press,http://images.amazon.com/images/P/0521566827.01.THUMBZZZ.jpg
196981,197115,1,10.0,0134402073,"Royal Arts of Africa, The: The Majesty of Form",Suzanne Preston Blier,1998,Harry N. Abrams,http://images.amazon.com/images/P/0134402073.01.THUMBZZZ.jpg
196983,197117,1,10.0,067400728X,The Rise of Southern Republicans,Earl Black,2002,Belknap Press,http://images.amazon.com/images/P/067400728X.01.THUMBZZZ.jpg
196985,197119,1,10.0,0674002113,Many Thousands Gone: The First Two Centuries of Slavery in North America,Ira Berlin,2000,Belknap Press,http://images.amazon.com/images/P/0674002113.01.THUMBZZZ.jpg
196989,197123,1,10.0,1565841204,"Free at Last: A Documentary History of Slavery, Freedom, and the Civil War",Ira Berlin,1993,New Press,http://images.amazon.com/images/P/1565841204.01.THUMBZZZ.jpg
196992,197126,1,10.0,0521436923,"Slaves No More : Three Essays on Emancipation and the Civil War (Freedom : a Documentary History of Emancipation, 1861-1867)",Ira Berlin,1992,Cambridge University Press,http://images.amazon.com/images/P/0521436923.01.THUMBZZZ.jpg
196993,197127,1,10.0,0938716220,No Excuse! Key Principles for Balancing Life and Achieving Success,Jay Rifenbary,1995,Possibility Press,http://images.amazon.com/images/P/0938716220.01.THUMBZZZ.jpg
196996,197130,1,10.0,013718123X,Presidential Character: Predicting Performance In The White House (4th Edition),James David Barber,1992,Prentice Hall,http://images.amazon.com/images/P/013718123X.01.THUMBZZZ.jpg
196997,197131,1,10.0,0201628821,Team Building: Current Issues and New Alternatives (3rd Edition),William G. Dyer,1994,Pearson Education POD,http://images.amazon.com/images/P/0201628821.01.THUMBZZZ.jpg
196999,197133,1,10.0,068483037X,I May Not Get There With You : The True Martin Luther King Jr,Michael Eric Dyson,2001,Free Press,http://images.amazon.com/images/P/068483037X.01.THUMBZZZ.jpg
197001,197135,1,10.0,0671684388,MERCY,Echo Heron,1992,Simon &amp; Schuster,http://images.amazon.com/images/P/0671684388.01.THUMBZZZ.jpg
197005,197139,1,10.0,0810101394,A Walk in the Night and Other Stories,Alex LA Guma,1985,Northwestern University Press,http://images.amazon.com/images/P/0810101394.01.THUMBZZZ.jpg
197007,197141,1,10.0,0300037252,Keeping Track: How Schools Structure Inequality,Jeannie Oakes,1986,Yale University Press,http://images.amazon.com/images/P/0300037252.01.THUMBZZZ.jpg
197008,197142,1,10.0,0253204828,The Day Lasts More Than a Hundred Years,Chingiz Aitmatov,1988,Indiana University Press,http://images.amazon.com/images/P/0253204828.01.THUMBZZZ.jpg
197009,197143,1,10.0,0198248660,The Problem of Evil (Oxford Readings in Philosophy),Marilyn McCord Adams,1990,Oxford University Press,http://images.amazon.com/images/P/0198248660.01.THUMBZZZ.jpg
197011,197145,1,10.0,0300082606,The Stakeholder Society,Anne Alstott,2000,Yale University Press,http://images.amazon.com/images/P/0300082606.01.THUMBZZZ.jpg
197012,197146,1,10.0,0140135006,Palladio (Architect and Society),James S. Ackerman,1974,Penguin Books,http://images.amazon.com/images/P/0140135006.01.THUMBZZZ.jpg
197013,197147,1,10.0,0393900622,The Shoemaker's Holiday (New Mermaids),Thomas Dekker,1990,A&amp;C Black,http://images.amazon.com/images/P/0393900622.01.THUMBZZZ.jpg
197016,197150,1,10.0,0500201560,Bruegel (World of Art),Walter S. Gibson,1985,Thames &amp; Hudson,http://images.amazon.com/images/P/0500201560.01.THUMBZZZ.jpg
197017,197151,1,10.0,0521437733,The Invention of Tradition (Canto),Eric Hobsbawm,1992,Cambridge University Press,http://images.amazon.com/images/P/0521437733.01.THUMBZZZ.jpg
197021,197155,1,10.0,0300077505,"White Women, Black Men: Illicit Sex in the Nineteenth-Century South",Martha Hodes,1999,Yale University Press,http://images.amazon.com/images/P/0300077505.01.THUMBZZZ.jpg
197023,197157,1,10.0,0300059221,War and Reason: Domestic and International Imperatives,Bruce Bueno De Mesquita,1994,Yale University Press,http://images.amazon.com/images/P/0300059221.01.THUMBZZZ.jpg
197027,197161,1,10.0,0140135871,The Ancient Kingdoms of Mexico (Penguin History),Nigel Davies,1984,Penguin Books,http://images.amazon.com/images/P/0140135871.01.THUMBZZZ.jpg
197029,197163,1,10.0,0375758356,Lives of Moral Leadership: Men and Women Who Have Made a Difference,Robert Coles,2001,Random House Trade,http://images.amazon.com/images/P/0375758356.01.THUMBZZZ.jpg
197033,197167,1,10.0,0842029370,One Damn Blunder from Beginning to End: The Red River Campaign of 1864 (American Crisis Series),Gary Dillard Joiner,2002,SR Books,http://images.amazon.com/images/P/0842029370.01.THUMBZZZ.jpg
197035,197169,1,10.0,0029166764,Bad Blood Tuskegee Syphilis Experiment,James H. Jones,1993,Free Press,http://images.amazon.com/images/P/0029166764.01.THUMBZZZ.jpg
197038,197172,1,10.0,0140234632,The Patriot Chiefs: A Chronicle of American Indian Resistance,"Alvin M., Jr. Josephy",1994,Penguin Books,http://images.amazon.com/images/P/0140234632.01.THUMBZZZ.jpg
197041,197175,1,10.0,0252013050,Down by the Riverside: A South Carolina Slave Community (Blacks in the New World),Charles Joyner,1986,University of Illinois Press,http://images.amazon.com/images/P/0252013050.01.THUMBZZZ.jpg
197044,197178,1,10.0,1559635940,With People in Mind: Design and Management for Everyday Nature,Rachel Kaplan,1998,Island Press,http://images.amazon.com/images/P/1559635940.01.THUMBZZZ.jpg
197049,197183,1,10.0,0205323693,Badminton: Mastering the Basics with the Personalized Sports Instruction System (A Workbook Approach),Michael W. Metzler,2000,Benjamin/Cummings,http://images.amazon.com/images/P/0205323693.01.THUMBZZZ.jpg
197050,197184,1,10.0,0231110979,Love Song of the Dark Lord,Barbara Stoler Miller,1997,Columbia University Press,http://images.amazon.com/images/P/0231110979.01.THUMBZZZ.jpg
197059,197193,1,10.0,0520202503,California Rivers and Streams,Jeffrey F. Mount,1995,University of California Press,http://images.amazon.com/images/P/0520202503.01.THUMBZZZ.jpg
197061,197195,1,10.0,0801491371,Peyote Hunt: The Sacred Journey of the Huichol Indians,Barbara G. Myerhoff,1976,Cornell University Press,http://images.amazon.com/images/P/0801491371.01.THUMBZZZ.jpg
197068,197202,1,10.0,0312085850,Jefferson Vs. Hamilton: Confrontations That Shaped a Nation (Bedford Series in History and Culture (Paper)),"Noble E., Jr Cunningham",2000,Bedford/St. Martin's,http://images.amazon.com/images/P/0312085850.01.THUMBZZZ.jpg
197074,197208,1,10.0,087352778X,"Letters from a Peruvian Woman (Texts and Translations : Translations, No 2)",Francoise De Graffigny,1993,Modern Language Association,http://images.amazon.com/images/P/087352778X.01.THUMBZZZ.jpg
197080,197214,1,10.0,0415174139,Authority in Language: Investigating Standard English,James Milroy,1998,Routledge,http://images.amazon.com/images/P/0415174139.01.THUMBZZZ.jpg
197082,197216,1,10.0,0393301192,The Mute Stones Speak: The Story of Archaeology in Italy,Paul MacKendrick,1984,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393301192.01.THUMBZZZ.jpg
197085,197219,1,10.0,0571177387,My Beautiful Laundrette &amp; Other Writings,Hanif Kureishi,1987,Faber &amp; Faber,http://images.amazon.com/images/P/0571177387.01.THUMBZZZ.jpg
197086,197220,1,10.0,0802062199,Saga of Gisli the Outlaw,George Johnston,1963,University of Toronto Press,http://images.amazon.com/images/P/0802062199.01.THUMBZZZ.jpg
197089,197223,1,10.0,0195098358,The Kingdom of Matthias/a Story of Sex and Salvation in 19Th-Century America: A Story of Sex and Salvation in 19Th-Centtury America,Paul E. Johnson,1995,Oxford University Press,http://images.amazon.com/images/P/0195098358.01.THUMBZZZ.jpg
197097,197231,1,10.0,081420497X,"The Woody Plants of Ohio: Trees, Shrubs, and Wood Climbers Native, Naturalized, and Escaped",Emma Lucy Braun,1989,Ohio State University Press,http://images.amazon.com/images/P/081420497X.01.THUMBZZZ.jpg
197100,197234,1,10.0,0971655707,My Teen Angel,Sally Silagy,2002,"SDS Publishing, LLC",http://images.amazon.com/images/P/0971655707.01.THUMBZZZ.jpg
197101,197235,1,10.0,0195085493,Why the Confederacy Lost (Gettysburg Civil War Instutute Books),Gabor S. Boritt,1993,Oxford University Press,http://images.amazon.com/images/P/0195085493.01.THUMBZZZ.jpg
197102,197236,1,10.0,082641267X,"Toms, Coons, Mulattoes, Mammies &amp; Bucks: An Interpretive History of Blacks in American Films",Donald Bogle,2001,Continuum International Publishing Group,http://images.amazon.com/images/P/082641267X.01.THUMBZZZ.jpg
197103,197237,1,10.0,0697047520,How to Know the Insects (Pictured Key Nature Series),Roger G Bland,1978,McGraw-Hill Science/Engineering/Math,http://images.amazon.com/images/P/0697047520.01.THUMBZZZ.jpg
197104,197238,1,10.0,0195029100,Long Memory: The Black Experience in America,Mary Frances Berry,1983,Oxford University Press,http://images.amazon.com/images/P/0195029100.01.THUMBZZZ.jpg
197105,197239,2,10.0,0394727940,"The White Man's Indian: Images of the American Indian, from Columbus to the Present",Robert F. Berkhofer,1979,Vintage Books USA,http://images.amazon.com/images/P/0394727940.01.THUMBZZZ.jpg
197109,197243,1,10.0,0155069233,Lone Star Politics,Paul Benson,2000,Wadsworth Publishing,http://images.amazon.com/images/P/0155069233.01.THUMBZZZ.jpg
197110,197244,1,10.0,0802150918,"Three Novels by Samuel Beckett: Molloy, Malone Dies, the Unnamable",Samuel Beckett,1995,Grove Press,http://images.amazon.com/images/P/0802150918.01.THUMBZZZ.jpg
197113,197247,2,10.0,0192835459,The Flowers of Evil (Oxford World's Classics),Charles Baudelaire,1998,Oxford University Press,http://images.amazon.com/images/P/0192835459.01.THUMBZZZ.jpg
197115,197249,1,10.0,0435088432,Sounds from the Heart : Learning to Listen to Girls,Maureen Barbieri,1995,Heinemann,http://images.amazon.com/images/P/0435088432.01.THUMBZZZ.jpg
197118,197252,1,10.0,0819561606,Terpsichore in Sneakers: Post-Modern Dance (Wesleyan Paperback),Sally Banes,1987,Wesleyan University Press,http://images.amazon.com/images/P/0819561606.01.THUMBZZZ.jpg
197120,197254,1,10.0,0679740767,The Salt Eaters (Vintage Contemporaries),Toni Cade Bambara,1992,Vintage Books USA,http://images.amazon.com/images/P/0679740767.01.THUMBZZZ.jpg
197121,197255,1,10.0,0207187495,Taking a Chance (Young Bluegum),Sally Odgers,1996,HarperCollins Publishers (Australia) Pty Ltd,http://images.amazon.com/images/P/0207187495.01.THUMBZZZ.jpg
197127,197261,1,10.0,9681603206,Los de Abajo,Mariano Azuela,1998,Fondo de Cultura Economica USA,http://images.amazon.com/images/P/9681603206.01.THUMBZZZ.jpg
197130,197264,1,10.0,0521468434,Augustine: The City of God against the Pagans (Cambridge Texts in the History of Political Thought),Augustine,1998,Cambridge University Press,http://images.amazon.com/images/P/0521468434.01.THUMBZZZ.jpg
197133,197267,1,10.0,0252062620,The Creation of Dangerous Violent Criminals,Lonnie H. Athens,1992,University of Illinois Press,http://images.amazon.com/images/P/0252062620.01.THUMBZZZ.jpg
197134,197268,1,10.0,0815601816,Khul-Khaal: Five Egyptian Women Tell Their Stories (Contemporary Issues in the Middle East (Paperback)),Nayra Atiya,1982,Syracuse University Press,http://images.amazon.com/images/P/0815601816.01.THUMBZZZ.jpg
197139,197273,1,10.0,0195068521,In My Father's House: Africa in the Philosophy of Culture,Kwame Anthony Appiah,1993,Oxford University Press,http://images.amazon.com/images/P/0195068521.01.THUMBZZZ.jpg
197141,197275,1,10.0,0226014878,"Nightwork: Sexuality, Pleasure, and Corporate Masculinity in a Tokyo Hostess Club",Anne Allison,1994,University of Chicago Press,http://images.amazon.com/images/P/0226014878.01.THUMBZZZ.jpg
197144,197278,1,10.0,0321043707,Abigail Adams: An American Woman (2nd Edition),Charles W. Akers,1999,Longman,http://images.amazon.com/images/P/0321043707.01.THUMBZZZ.jpg
197153,197287,1,10.0,0195136217,Crimes of Privilege: Readings in White-Collar Crime (Readings in Crime and Punishment),Neal Shover,2000,Oxford University Press,http://images.amazon.com/images/P/0195136217.01.THUMBZZZ.jpg
197159,197293,1,10.0,0300002270,Sun Chief: The Autobiography of a Hopi Indian. (Yale Western Americana Series),Leo W. Simmons,1963,Yale University Press,http://images.amazon.com/images/P/0300002270.01.THUMBZZZ.jpg
197162,197296,1,10.0,0761901469,I Am Not Your Victim : Anatomy of Domestic Violence (SAGE Series on Violence against Women),Beth Sipe,1996,SAGE Publications,http://images.amazon.com/images/P/0761901469.01.THUMBZZZ.jpg
197164,197298,1,10.0,0195051912,The Whiskey Rebellion: Frontier Epilogue to the American Revolution,Thomas Slaughter,1988,Oxford University Press,http://images.amazon.com/images/P/0195051912.01.THUMBZZZ.jpg
197166,197300,1,10.0,0393311600,Killers of the Dream,Lillian Smith,1994,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393311600.01.THUMBZZZ.jpg
197171,197305,1,10.0,0199110832,Lion and the Jewel (Three Crowns Book),Wole Soyinka,1963,Oxford University Press,http://images.amazon.com/images/P/0199110832.01.THUMBZZZ.jpg
197175,197309,1,10.0,0393322998,Death and the King's Horseman,Wole Soyinka,2002,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393322998.01.THUMBZZZ.jpg
197180,197314,1,10.0,0061319821,All Our Kin,Carol Stack,1997,Basic Books,http://images.amazon.com/images/P/0061319821.01.THUMBZZZ.jpg
197190,197324,1,10.0,0674003942,The Ultimate Terrorists,Jessica Stern,2001,Harvard University Press,http://images.amazon.com/images/P/0674003942.01.THUMBZZZ.jpg
197192,197326,1,10.0,0735523932,"Race, Rights, and Reparation : Law of the Japanese American Internment (Aspen Elective Series)",Eric K. Yamamoto,2001,Aspen Publishers,http://images.amazon.com/images/P/0735523932.01.THUMBZZZ.jpg
197194,197328,1,10.0,1584882913,"CRC Standard Mathematical Tables and Formulae, 31st Edition",Daniel Zwillinger,2002,Chapman &amp; Hall/CRC,http://images.amazon.com/images/P/1584882913.01.THUMBZZZ.jpg
197197,197331,1,10.0,0155060333,Steps to Academic Reading 2: Out of the Ordinary,Jean Zukowski,2001,Heinle,http://images.amazon.com/images/P/0155060333.01.THUMBZZZ.jpg
197200,197334,1,10.0,014044517X,Conversations of Socrates (Penguin Classics),Xenophon,1990,Penguin Books,http://images.amazon.com/images/P/014044517X.01.THUMBZZZ.jpg
197202,197336,1,10.0,0393900630,Country Wife (New Mermaids),William Wycherley,1991,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393900630.01.THUMBZZZ.jpg
197218,197352,1,10.0,0452261139,Ma Rainey's Black Bottom: A Play in Two Acts,August Wilson,1988,Plume Books,http://images.amazon.com/images/P/0452261139.01.THUMBZZZ.jpg
197234,197368,1,10.0,0134679121,Rethinking California: Politics and Policy in the Golden State,Matthew Alan Cahn,2000,Prentice Hall,http://images.amazon.com/images/P/0134679121.01.THUMBZZZ.jpg
197238,197372,1,10.0,0521625505,Veto Bargaining : Presidents and the Politics of Negative Power (Political Economy of Institutions and Decisions),Charles M. Cameron,2000,Cambridge University Press,http://images.amazon.com/images/P/0521625505.01.THUMBZZZ.jpg
197245,197379,1,10.0,0882959662,The History of Texas,Robert A. Calvert,2002,Harlan Davidson,http://images.amazon.com/images/P/0882959662.01.THUMBZZZ.jpg
197247,197381,1,10.0,0802131859,A Taste of Honey: A Play,Shelagh Delaney,1959,Grove Press,http://images.amazon.com/images/P/0802131859.01.THUMBZZZ.jpg
197258,197392,1,10.0,0873385950,Ohio and Its People,George W. Knepper,1997,Kent State University Press,http://images.amazon.com/images/P/0873385950.01.THUMBZZZ.jpg
197261,197395,1,10.0,0806129921,The Pueblo Revolt of 1680: Conquest and Resistance in Seventeenth-Century New Mexico,Andrew L. Knaut,1997,University of Oklahoma Press,http://images.amazon.com/images/P/0806129921.01.THUMBZZZ.jpg
197265,197399,1,10.0,0133107809,America's Armed Forces: A History (2nd Edition),James M. Morris,1995,Prentice Hall,http://images.amazon.com/images/P/0133107809.01.THUMBZZZ.jpg
197271,197405,1,10.0,0268004412,Barrio Boy,Ernesto Galarza,1971,University of Notre Dame Press,http://images.amazon.com/images/P/0268004412.01.THUMBZZZ.jpg
197272,197406,1,10.0,9681637887,El espejo enterrado,Carlos Fuentes,1995,"Fondo de Cultura Economica, Mexico",http://images.amazon.com/images/P/9681637887.01.THUMBZZZ.jpg
197275,197409,1,10.0,0395924995,The Buried Mirror : Reflections on Spain and the New World,Carlos Fuentes,1999,Houghton Mifflin Co,http://images.amazon.com/images/P/0395924995.01.THUMBZZZ.jpg
197281,197415,1,10.0,0826310540,Heart of Aztlan: A Novel,Rudolfo A. Anaya,1988,University of New Mexico Press,http://images.amazon.com/images/P/0826310540.01.THUMBZZZ.jpg
197284,197418,1,10.0,0691074992,Al-Qur'an: A Contemporary Translation.,Ahmed Ali,2001,Princeton University Press,http://images.amazon.com/images/P/0691074992.01.THUMBZZZ.jpg
197290,197424,2,10.0,0898151694,Mushrooms Demystified: A Comprehensive Guide to the Fleshy Fungi,David Arora,1986,Ten Speed Press,http://images.amazon.com/images/P/0898151694.01.THUMBZZZ.jpg
197294,197428,1,10.0,019509381X,The Age of Federalism,Stanley Elkins,1994,Oxford University Press,http://images.amazon.com/images/P/019509381X.01.THUMBZZZ.jpg
197298,197432,1,10.0,0226204774,Slavery: A Problem in American Institutional and Intellectual Life,Stanley M. Elkins,1976,University of Chicago Press,http://images.amazon.com/images/P/0226204774.01.THUMBZZZ.jpg
197303,197437,1,10.0,0521398320,The Fall of Constantinople 1453 (Canto),Steven Runciman,1990,Cambridge University Press,http://images.amazon.com/images/P/0521398320.01.THUMBZZZ.jpg
197304,197438,1,10.0,3404203763,Die Legende von Arcana 2. Die Drachenpriester.,Frank Rehfeld,2000,LÃ?Â¼bbe,http://images.amazon.com/images/P/3404203763.01.THUMBZZZ.jpg
197309,197443,1,10.0,0553209604,Time at the Top,Edward Ormondroyd,1982,Bantam Books,http://images.amazon.com/images/P/0553209604.01.THUMBZZZ.jpg
197315,197449,1,10.0,0520204727,Senator Joe McCarthy,Richard H. Rovere,1996,University of California Press,http://images.amazon.com/images/P/0520204727.01.THUMBZZZ.jpg
197321,197455,1,10.0,0838402089,Well Said: Pronunciation for Clear Communication,Linda Grant,2000,Heinle &amp; Heinle Publishers,http://images.amazon.com/images/P/0838402089.01.THUMBZZZ.jpg
197322,197456,1,10.0,0195145941,"Refusing the Favor: The Spanish-Mexican Women of Santa Fe, 1820-1880",Deena J. Gonzalez,2001,Oxford University Press,http://images.amazon.com/images/P/0195145941.01.THUMBZZZ.jpg
197329,197463,1,10.0,0205348238,Teaching Goodness: Engaging the Moral and Academic Promise of Young Children,Joan F. Goodman,2002,Allyn &amp; Bacon,http://images.amazon.com/images/P/0205348238.01.THUMBZZZ.jpg
197331,197465,1,10.0,0140447385,The Saga of the Volsungs: The Norse Epic of Sigurd the Dragon Slayer (Penguin Classics),Jesse L. Byock,2000,Penguin Books,http://images.amazon.com/images/P/0140447385.01.THUMBZZZ.jpg
197332,197466,1,10.0,0961349603,Shakespeare Aloud: A Guide to His Verse on Stage,Edward S. Brubaker,1977,E. S. Brubaker,http://images.amazon.com/images/P/0961349603.01.THUMBZZZ.jpg
197338,197472,1,10.0,0521003482,"The Destruction of the Bison : An Environmental History, 1750-1920 (Studies in Environment and History)",Andrew C. Isenberg,2001,Cambridge University Press,http://images.amazon.com/images/P/0521003482.01.THUMBZZZ.jpg
197342,197476,1,10.0,0816513295,Songs My Mother Sang to Me: An Oral History of Mexican American Women,Patricia Preciado Martin,1992,University of Arizona Press,http://images.amazon.com/images/P/0816513295.01.THUMBZZZ.jpg
197345,197479,1,10.0,0312111525,Brown V. Board of Education: A Brief History With Documents (The Bedford Series in History and Culture),Waldo E. Martin,1998,Bedford/St. Martin's,http://images.amazon.com/images/P/0312111525.01.THUMBZZZ.jpg
197347,197481,1,10.0,0802064124,Defensor Pacis (Medieval Academy Reprints for Teaching),of Padua Marsilius,1980,University of Toronto Press,http://images.amazon.com/images/P/0802064124.01.THUMBZZZ.jpg
197351,197485,1,10.0,1566377404,Math for Welders,Nino Marion,2000,Goodheart Wilcox Company,http://images.amazon.com/images/P/1566377404.01.THUMBZZZ.jpg
197352,197486,1,10.0,0964077507,Just Farr Fun,Jamie Farr,1994,"Eubanks-Donizetti Enterprises, Incorporated",http://images.amazon.com/images/P/0964077507.01.THUMBZZZ.jpg
197357,197491,1,10.0,155972286X,Growing Up With My Grandfather: Memories of Harry S. Truman,Clifton Truman Daniel,1995,Carol Publishing Corporation,http://images.amazon.com/images/P/155972286X.01.THUMBZZZ.jpg
197358,197492,1,10.0,0029021006,Eighteenth-Century Philosophy (Readings in the History of Philosophy),Lewis White Beck,1966,Free Press,http://images.amazon.com/images/P/0029021006.01.THUMBZZZ.jpg
197362,197496,1,10.0,0195031946,City People: The Rise of Modern City Culture in Nineteenth Century America,Gunther Barth,1982,Oxford University Press,http://images.amazon.com/images/P/0195031946.01.THUMBZZZ.jpg
197363,197497,1,10.0,0807010391,The Rastafarians,Leonard E. Barrett,1997,Beacon Press,http://images.amazon.com/images/P/0807010391.01.THUMBZZZ.jpg
197364,197498,1,10.0,3453869753,Tage des Wolfs. Der erste Roman des Anasazi- Zyklus.,Kathleen ONeal Gear,2003,Heyne,http://images.amazon.com/images/P/3453869753.01.THUMBZZZ.jpg
197366,197500,1,10.0,0939923327,Homes and Libraries of the Presidents: An Interpretive Guide (Mcdonald &amp; Woodward Guide to the American Landscape),William G. Clotworthy,1995,McDonald and Woodward Publishing Company,http://images.amazon.com/images/P/0939923327.01.THUMBZZZ.jpg
197368,197502,1,10.0,0070349037,Surveying Practice,Jerry A. Nathanson,1988,McGraw-Hill Companies,http://images.amazon.com/images/P/0070349037.01.THUMBZZZ.jpg
197371,197505,1,10.0,0814758169,Godel's Proof,Ernest Nagel,2002,New York University Press,http://images.amazon.com/images/P/0814758169.01.THUMBZZZ.jpg
197373,197507,1,10.0,1568382138,Drugs and Stress (Drug Abuse Prevention Library),M. W. Buckalew,1998,Hazelden Information &amp; Educational Services,http://images.amazon.com/images/P/1568382138.01.THUMBZZZ.jpg
197374,197508,1,10.0,0851703399,Citizen Kane (Bfi Film Classics),Laura Mulvey,1993,British Film Institute,http://images.amazon.com/images/P/0851703399.01.THUMBZZZ.jpg
197378,197512,1,10.0,048623052X,Later Symphonies,W. A. Mozart,1974,Dover Publications,http://images.amazon.com/images/P/048623052X.01.THUMBZZZ.jpg
197382,197516,1,10.0,0930523903,The Nine Guardians: A Novel,Rosario Castellanos,1992,Readers International,http://images.amazon.com/images/P/0930523903.01.THUMBZZZ.jpg
197385,197519,1,10.0,0807125970,"The Politics of Rage: George Wallace, the Origins of the New Conservatism, and the Transformation of American Politics",Dan T. Carter,2000,Louisiana State University Press,http://images.amazon.com/images/P/0807125970.01.THUMBZZZ.jpg
197387,197521,1,10.0,019505654X,First Ladies,Betty Boyd Caroli,1988,Oxford University Press,http://images.amazon.com/images/P/019505654X.01.THUMBZZZ.jpg
197388,197522,1,10.0,0671244248,Pat Nixon: The Untold Story,Julie Nixon Eisenhower,1986,Simon &amp; Schuster,http://images.amazon.com/images/P/0671244248.01.THUMBZZZ.jpg
197391,197525,1,10.0,0875803148,On the Farm Front: The Women's Land Army in World War II,Stephanie A. Carpenter,2003,Northern Illinois University Press,http://images.amazon.com/images/P/0875803148.01.THUMBZZZ.jpg
197395,197529,1,10.0,0807104981,Scottsboro: A Tragedy of the American South,Dan T. Carter,1979,Louisiana State University Press,http://images.amazon.com/images/P/0807104981.01.THUMBZZZ.jpg
197396,197530,1,10.0,1577660730,Mental Health Consultation and Collaboration,Gerald Caplan,1999,Waveland Pr Inc,http://images.amazon.com/images/P/1577660730.01.THUMBZZZ.jpg
197398,197532,1,10.0,3776622520,Karl May und der Wettermacher,JÃ?Â¼rgen Heinzerling,2001,Herbig,http://images.amazon.com/images/P/3776622520.01.THUMBZZZ.jpg
197399,197533,1,10.0,0226733580,Islands of History,Marshall Sahlins,1987,University of Chicago Press,http://images.amazon.com/images/P/0226733580.01.THUMBZZZ.jpg
197400,197534,1,10.0,0965268780,Feeding Frenzy: Attack Journalism and American Politics (New Lanahan Editions in Political Science),Larry Sabato,2000,Lanahan Pub Inc,http://images.amazon.com/images/P/0965268780.01.THUMBZZZ.jpg
197407,197541,1,10.0,089608583X,De Colores Means All of Us: Latina Views for a Multi-Colored Century,Elizabeth Martinez,1998,South End Press,http://images.amazon.com/images/P/089608583X.01.THUMBZZZ.jpg
197409,197543,1,10.0,0534252265,On Krishnamurti (Wadsworth Philosophers Series),Raymond Martin,2002,Wadsworth Publishing,http://images.amazon.com/images/P/0534252265.01.THUMBZZZ.jpg
